,ID,SleeveLength,LowerClothingLength,Hat,WaistAccessories,Neckline,Cardigan,CoveringNavel,UpperF,LowerF,OuterF,UpperP,LowerP,OuterP,Gender
10226,00000839-03,2,4,0,3,2,1,1,1,0,7,3,3,7,1
10227,00000839-04,3,4,0,3,2,1,1,1,0,7,3,3,7,1
10228,00000841-01,0,0,0,0,5,1,0,1,0,7,0,3,7,1
10229,00000843-03,2,4,1,3,2,1,1,1,5,7,3,0,7,1
10230,00000843-04,3,4,0,3,2,1,1,1,0,7,3,5,7,1
10231,00000848-01,3,4,0,3,2,1,1,1,0,7,3,3,7,1
10232,00000848-02,3,4,0,3,2,1,1,1,0,7,3,3,7,1
10233,00000871-02,3,4,0,0,2,1,1,4,1,7,3,3,7,1
10234,00000882-02,0,4,0,3,2,1,1,1,0,7,1,3,7,1
10235,00000884-01,0,0,0,0,2,1,0,1,0,7,1,3,7,1
10236,00000889-03,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10237,00000897-01,0,4,1,3,2,1,1,1,1,7,1,3,7,1
10238,00000904-03,2,4,0,3,2,1,1,1,0,7,2,3,7,1
10239,00000904-04,2,4,0,3,2,1,1,1,0,7,3,3,7,1
10240,00000905-01,0,0,0,1,2,1,1,1,1,7,1,3,7,1
10241,00000907-06,1,0,0,3,0,1,1,1,1,7,2,3,7,1
10242,00000914-01,1,0,0,0,2,1,1,1,0,7,1,3,7,1
10243,00000916-02,1,4,0,0,2,1,1,1,1,7,5,3,7,1
10244,00000936-03,3,4,0,3,2,1,1,1,0,7,1,3,7,1
10245,00000936-04,3,4,0,3,6,2,2,1,0,7,1,3,7,1
10246,00000936-07,3,4,0,3,6,2,2,1,0,7,1,3,7,1
10247,00000936-08,3,4,0,3,6,2,2,1,0,7,1,3,7,1
10248,00000960-06,0,4,0,3,2,1,1,1,1,7,3,3,7,1
10249,00000960-13,0,4,0,3,2,1,1,1,1,7,3,2,7,1
10250,00000961-03,1,4,0,3,2,1,1,1,0,7,5,5,7,1
10251,00000961-04,1,0,0,1,2,1,1,1,0,7,5,3,7,1
10252,00000962-01,0,4,0,0,5,1,0,1,1,7,3,3,7,1
10253,00000965-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10254,00000965-02,0,4,0,3,2,1,1,1,1,7,1,4,7,1
10255,00000966-01,0,4,0,0,6,1,0,1,2,7,3,3,7,1
10256,00000968-05,1,0,0,3,2,1,1,1,0,7,1,3,7,1
10257,00000968-06,1,0,0,3,2,1,1,1,0,7,1,3,7,1
10258,00000969-04,3,4,0,0,2,1,0,1,0,7,3,3,7,1
10259,00000969-05,3,4,0,0,2,1,1,1,0,7,3,3,7,1
10260,00000969-06,3,4,0,0,2,1,0,1,0,7,3,3,7,1
10261,00000969-07,3,4,0,0,2,1,0,1,0,7,3,3,7,1
10262,00000974-01,0,0,0,3,2,1,1,1,1,7,3,2,7,1
10263,00000975-02,0,4,0,3,2,1,1,1,0,7,1,3,7,1
10264,00000979-01,0,4,0,0,6,2,2,1,0,7,0,3,7,1
10265,00000990-02,3,4,0,3,2,1,1,1,1,7,3,3,7,1
10266,00000996-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
10267,00001009-01,1,0,0,3,0,1,1,1,0,7,3,3,7,1
10268,00001010-01,0,4,0,0,6,2,2,1,0,7,0,3,7,1
10269,00001011-04,3,0,0,0,2,1,0,1,0,7,1,3,7,1
10270,00001011-05,3,0,0,0,2,1,0,1,0,7,1,3,7,1
10271,00001011-06,3,0,0,0,2,1,0,1,0,7,1,3,7,1
10272,00001011-07,3,0,0,0,2,1,0,1,0,7,1,3,7,1
10273,00001011-08,3,0,0,0,2,1,0,1,0,7,1,3,7,1
10274,00001011-09,3,0,0,0,2,1,1,1,1,7,1,3,7,1
10275,00001013-03,3,4,0,3,2,1,1,1,0,7,1,3,7,1
10276,00001022-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10277,00001024-03,0,4,0,0,2,1,0,1,0,7,1,3,7,1
10278,00001024-04,0,4,0,0,2,1,0,1,0,7,1,3,7,1
10279,00001025-01,3,4,0,3,2,1,1,1,0,7,1,3,7,1
10280,00001025-02,3,0,0,3,6,2,2,1,0,7,1,3,7,1
10281,00001025-03,3,0,0,3,2,1,1,1,1,7,1,0,7,1
10282,00001026-05,0,0,0,3,6,2,2,1,0,7,5,3,7,1
10283,00001026-06,0,0,0,0,2,1,1,1,0,7,3,3,7,1
10284,00001026-07,0,0,0,3,2,1,1,1,0,7,5,3,7,1
10285,00001026-08,0,0,0,0,2,1,1,1,0,7,5,3,7,1
10286,00001028-01,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10287,00001028-02,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10288,00001034-02,0,0,0,0,2,1,0,1,0,7,1,3,7,1
10289,00001043-01,3,0,1,3,2,1,1,1,1,7,1,0,7,1
10290,00001044-13,1,4,0,0,0,1,1,1,0,7,3,3,7,1
10291,00001044-14,1,4,0,0,0,1,1,1,0,7,3,3,7,1
10292,00001044-15,1,4,0,0,0,1,1,1,0,7,3,3,7,1
10293,00001044-16,1,4,0,0,0,1,1,1,0,7,3,3,7,1
10294,00001044-17,1,3,0,0,0,1,1,1,0,7,3,3,7,1
10295,00001044-18,1,4,0,3,0,1,1,1,0,7,3,3,7,1
10296,00001048-02,1,0,0,3,2,1,1,1,1,7,2,3,7,1
10297,00001049-01,0,0,0,0,2,1,1,1,0,7,3,3,7,1
10298,00001066-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10299,00001071-06,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10300,00001071-09,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10301,00001071-10,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10302,00001071-11,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10303,00001071-12,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10304,00001071-15,0,0,0,0,2,1,0,1,0,7,3,2,7,1
10305,00001071-16,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10306,00001071-17,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10307,00001077-01,1,4,0,0,6,1,0,4,0,7,1,3,7,1
10308,00001080-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10309,00001101-02,0,4,0,0,5,1,0,1,0,7,1,3,7,1
10310,00001111-01,0,0,0,3,2,1,1,5,0,7,1,3,7,1
10311,00001113-03,0,4,0,0,6,2,0,1,0,7,3,3,7,1
10312,00001113-04,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10313,00001130-01,0,4,0,3,2,1,1,1,0,7,1,3,7,1
10314,00001134-02,3,0,0,0,3,1,0,1,2,7,2,3,7,1
10315,00001134-03,3,0,1,3,3,1,1,1,2,7,3,3,7,1
10316,00001155-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10317,00001169-01,2,4,1,3,2,1,1,1,1,7,6,3,7,1
10318,00001177-02,0,0,0,0,2,1,0,1,1,7,3,3,7,1
10319,00001178-02,2,4,0,0,2,1,0,1,1,7,2,3,7,1
10320,00001193-02,0,3,0,0,2,1,1,1,1,7,3,3,7,1
10321,00001203-03,0,4,0,0,6,2,0,1,0,7,1,3,7,1
10322,00001203-04,0,0,0,0,5,1,0,1,0,7,1,3,7,1
10323,00001212-06,0,4,0,0,6,1,0,1,0,7,3,3,7,1
10324,00001212-07,0,4,0,0,6,1,0,1,0,7,3,3,7,1
10325,00001212-08,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10326,00001212-10,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10327,00001212-11,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10328,00001212-13,0,4,0,0,6,1,0,1,0,7,3,3,7,1
10329,00001212-14,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10330,00001212-15,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10331,00001212-16,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10332,00001212-17,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10333,00001212-18,0,4,0,0,6,1,0,1,0,7,3,3,7,1
10334,00001212-19,0,4,0,0,6,1,0,1,0,7,3,3,7,1
10335,00001212-24,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10336,00001212-25,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10337,00001212-27,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10338,00001212-28,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10339,00001212-29,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10340,00001212-32,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10341,00001212-33,0,0,0,0,6,2,0,1,0,7,3,3,7,1
10342,00001212-34,0,0,0,0,6,1,0,1,0,7,3,3,7,1
10343,00001213-02,3,4,0,3,0,1,1,1,1,7,3,3,7,1
10344,00001220-01,2,4,0,3,2,1,1,1,0,7,6,3,7,1
10345,00001220-02,2,4,0,0,2,1,1,1,0,7,6,3,7,1
10346,00001220-03,2,4,0,0,2,1,1,1,0,7,6,3,7,1
10347,00001220-04,2,4,0,3,2,1,1,1,0,7,6,3,7,1
10348,00001252-09,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10349,00001252-10,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10350,00001253-01,0,4,0,0,6,1,0,1,0,7,1,3,7,1
10351,00001258-02,0,0,0,3,2,1,1,1,0,7,0,3,7,1
10352,00001260-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10353,00001264-01,0,0,0,3,5,1,1,1,0,7,1,3,7,1
10354,00001268-01,2,0,0,3,2,1,1,1,0,7,2,3,7,1
10355,00001268-02,2,4,0,3,2,1,1,1,0,7,2,3,7,1
10356,00001277-01,1,0,0,3,2,1,1,1,0,7,3,3,7,1
10357,00001277-03,1,0,0,3,2,1,1,1,0,7,3,3,7,1
10358,00001294-02,0,0,1,3,2,1,1,1,1,7,1,3,7,1
10359,00001298-01,0,4,0,0,2,1,0,1,1,7,3,1,7,1
10360,00001298-02,0,0,0,1,2,1,0,1,0,7,3,3,7,1
10361,00001307-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10362,00001308-01,1,0,0,3,2,1,1,1,1,7,1,3,7,1
10363,00001310-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10364,00001312-02,0,0,0,3,2,1,1,1,0,7,3,3,7,1
10365,00001312-03,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10366,00001319-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10367,00001321-05,3,4,1,3,6,2,1,1,0,7,2,3,7,1
10368,00001321-07,3,4,1,3,6,2,1,1,0,7,2,3,7,1
10369,00001321-08,3,4,1,3,6,2,2,1,0,7,2,3,7,1
10370,00001342-01,1,4,0,3,2,1,1,1,0,7,6,3,7,1
10371,00001343-01,1,0,1,0,2,1,1,1,2,7,5,3,7,1
10372,00001348-01,1,0,0,3,2,1,1,1,0,7,1,3,7,1
10373,00001360-03,1,4,0,3,0,1,1,1,0,7,2,3,7,1
10374,00001368-04,1,0,2,0,2,1,1,1,0,7,3,3,7,1
10375,00001368-05,1,4,2,3,2,1,1,1,1,7,3,3,7,1
10376,00001368-06,1,0,2,0,2,1,1,1,0,7,3,3,7,1
10377,00001368-14,1,0,0,3,2,1,1,1,2,7,3,3,7,1
10378,00001368-15,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10379,00001368-16,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10380,00001384-01,0,0,0,0,5,1,1,1,1,7,3,3,7,1
10381,00001384-02,0,0,0,3,5,1,1,1,1,7,3,3,7,1
10382,00001384-03,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10383,00001384-04,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10384,00001384-05,0,0,0,3,5,0,1,1,1,7,3,3,7,1
10385,00001384-06,0,0,0,0,5,1,1,1,1,7,3,3,7,1
10386,00001384-08,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10387,00001384-09,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10388,00001384-10,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10389,00001384-12,0,4,0,3,6,2,2,1,1,7,3,3,7,1
10390,00001384-13,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10391,00001384-14,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10392,00001384-15,0,4,0,3,6,2,2,1,1,7,3,3,7,1
10393,00001384-16,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10394,00001384-17,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10395,00001384-19,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10396,00001384-20,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10397,00001384-21,0,4,0,0,5,1,1,1,1,7,3,3,7,1
10398,00001384-23,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10399,00001384-25,0,4,0,3,5,2,1,1,0,7,3,3,7,1
10400,00001384-28,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10401,00001384-29,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10402,00001396-02,1,0,0,3,2,1,1,1,2,7,5,3,7,1
10403,00001399-02,1,0,0,0,6,1,0,1,0,7,1,3,7,1
10404,00001409-03,0,0,0,3,6,2,1,1,0,7,1,3,7,1
10405,00001409-04,0,0,0,3,6,2,1,1,0,7,1,3,7,1
10406,00001420-01,1,0,0,0,2,2,1,1,0,7,1,3,7,1
10407,00001420-02,1,0,0,0,6,2,1,1,0,7,1,3,7,1
10408,00001422-01,1,4,0,3,6,2,1,1,0,7,3,3,7,1
10409,00001424-03,1,4,0,3,0,1,1,1,1,7,6,3,7,1
10410,00001424-04,1,4,0,3,0,1,1,1,1,7,5,3,7,1
10411,00001430-01,1,4,0,0,2,1,0,1,1,7,6,3,7,1
10412,00001431-02,0,4,0,3,0,1,1,1,0,7,3,3,7,1
10413,00001438-01,1,0,0,0,2,1,1,1,0,7,1,3,7,1
10414,00001444-03,0,4,0,0,6,2,0,4,0,7,1,3,7,1
10415,00001444-04,0,4,0,0,0,2,0,4,1,7,1,1,7,1
10416,00001456-02,0,4,0,3,2,1,1,1,0,7,2,3,7,1
10417,00001460-01,3,0,0,0,6,1,1,1,2,7,5,3,7,1
10418,00001466-01,1,4,0,3,2,1,1,1,2,7,3,3,7,1
10419,00001469-13,3,0,0,1,0,1,1,1,0,7,3,3,7,1
10420,00001469-14,3,0,0,0,0,1,1,1,1,7,3,3,7,1
10421,00001469-26,3,0,0,0,6,2,1,1,5,7,3,1,7,1
10422,00001472-01,3,4,0,0,2,1,1,1,0,7,1,3,7,1
10423,00001477-04,0,0,0,0,2,1,0,1,0,7,2,3,7,1
10424,00001477-05,0,0,0,0,2,1,0,1,0,7,2,3,7,1
10425,00001477-06,0,0,0,0,2,1,0,1,0,7,2,3,7,1
10426,00001478-04,1,4,1,3,2,1,1,1,0,7,1,3,7,1
10427,00001478-05,1,4,1,3,2,1,1,1,0,7,1,3,7,1
10428,00001480-01,1,0,0,3,2,1,1,1,0,7,3,3,7,1
10429,00001480-02,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10430,00001487-02,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10431,00001492-04,3,0,1,0,2,1,1,1,1,7,1,3,7,1
10432,00001492-05,3,0,1,0,2,1,1,1,1,7,1,3,7,1
10433,00001499-02,1,0,0,3,2,2,1,1,2,7,1,3,7,1
10434,00001501-02,0,0,0,3,6,2,1,1,0,7,3,3,7,1
10435,00001504-02,1,0,0,1,6,2,0,1,0,7,1,3,7,1
10436,00001511-04,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10437,00001512-04,0,0,0,0,2,1,1,1,1,7,3,3,7,1
10438,00001512-05,0,0,0,0,2,1,0,1,0,7,3,3,7,1
10439,00001512-06,1,0,0,0,2,1,0,1,1,7,3,3,7,1
10440,00001512-10,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10441,00001512-11,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10442,00001512-12,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10443,00001515-05,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10444,00001515-06,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10445,00001517-01,3,4,1,3,2,1,1,1,1,7,1,3,7,1
10446,00001518-04,1,4,0,0,6,2,1,1,1,7,5,3,7,1
10447,00001518-05,1,4,0,3,0,2,1,1,1,7,5,3,7,1
10448,00001518-06,1,4,0,3,0,1,1,1,0,7,3,3,7,1
10449,00001520-01,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10450,00001523-04,1,4,0,3,2,1,1,1,1,7,3,2,7,1
10451,00001538-01,0,4,0,0,6,2,0,1,1,7,1,3,7,1
10452,00001543-01,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10453,00001559-02,0,4,0,0,0,1,1,4,0,7,1,3,7,1
10454,00001559-03,0,4,0,0,0,1,1,4,1,7,1,3,7,1
10455,00001567-03,3,4,0,0,2,1,1,1,0,7,3,3,7,1
10456,00001569-02,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10457,00001578-05,0,4,0,0,5,2,0,1,1,7,3,3,7,1
10458,00001578-06,0,4,0,0,5,2,0,1,1,7,3,3,7,1
10459,00001578-07,0,4,0,0,5,1,0,1,1,7,3,3,7,1
10460,00001578-08,0,4,0,0,5,2,0,1,1,7,3,3,7,1
10461,00001578-09,0,4,0,0,5,2,0,1,1,7,3,3,7,1
10462,00001585-02,0,4,0,2,2,1,0,1,0,7,3,3,7,1
10463,00001585-03,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10464,00001585-04,0,4,1,2,2,1,0,1,0,7,3,3,7,1
10465,00001587-03,0,0,0,0,5,1,0,1,0,7,0,3,7,1
10466,00001590-04,1,4,0,0,2,1,1,1,1,7,1,1,7,1
10467,00001590-06,1,4,0,0,2,1,1,1,1,7,1,1,7,1
10468,00001592-05,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10469,00001592-06,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10470,00001592-07,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10471,00001592-08,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10472,00001596-04,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10473,00001596-05,1,4,0,1,2,1,1,1,0,7,3,3,7,1
10474,00001603-03,3,0,0,3,2,1,1,1,0,7,3,3,7,1
10475,00001606-01,1,0,0,3,2,1,1,1,0,7,1,3,7,1
10476,00001614-03,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10477,00001614-04,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10478,00001619-02,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10479,00001620-01,1,4,0,3,0,1,1,1,1,7,1,3,7,1
10480,00001620-02,1,4,0,3,0,1,1,1,1,7,1,3,7,1
10481,00001622-01,3,0,0,2,2,1,1,1,1,7,1,4,7,1
10482,00001628-01,1,4,0,3,2,1,1,1,0,7,2,3,7,1
10483,00001629-02,1,4,0,0,1,1,0,1,1,7,1,3,7,1
10484,00001634-05,1,0,0,3,6,2,1,1,1,7,3,3,7,1
10485,00001634-06,1,0,0,3,2,1,1,1,1,7,3,3,7,1
10486,00001634-07,1,0,0,3,2,1,1,1,1,7,3,3,7,1
10487,00001634-08,1,0,0,3,2,1,1,1,1,7,3,3,7,1
10488,00001634-09,1,0,0,3,2,1,1,1,1,7,3,3,7,1
10489,00001638-01,0,4,0,3,5,1,1,1,1,7,3,3,7,1
10490,00001638-02,0,4,0,3,6,2,1,1,1,7,3,3,7,1
10491,00001641-01,0,0,0,0,2,1,0,1,0,7,1,3,7,1
10492,00001641-02,0,0,0,0,2,1,0,1,0,7,1,3,7,1
10493,00001660-05,3,4,0,3,2,1,1,1,1,7,3,3,7,1
10494,00001660-06,3,4,0,3,2,1,1,1,1,7,3,3,7,1
10495,00001660-07,3,4,0,3,2,1,1,1,1,7,3,3,7,1
10496,00001660-08,3,4,0,3,2,1,1,1,1,7,3,3,7,1
10497,00001660-09,3,4,0,3,2,2,1,1,1,7,3,3,7,1
10498,00001663-04,0,4,0,0,2,1,0,1,0,7,1,3,7,1
10499,00001665-04,1,4,0,3,2,1,1,1,0,7,3,1,7,1
10500,00001665-07,1,0,0,3,2,1,1,1,1,7,3,1,7,1
10501,00001665-08,1,0,0,0,2,1,1,1,1,7,3,1,7,1
10502,00001668-01,0,4,0,0,2,1,0,1,0,7,1,3,7,1
10503,00001678-07,1,4,0,3,2,1,1,1,0,7,1,3,7,1
10504,00001678-08,1,4,0,3,6,2,2,1,0,7,1,3,7,1
10505,00001690-02,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10506,00001690-03,1,4,0,3,2,1,1,1,0,7,3,3,7,1
10507,00001691-05,3,4,0,3,2,1,1,1,0,7,3,3,7,1
10508,00001724-03,3,4,0,3,2,1,1,1,0,7,3,3,7,1
10509,00001724-04,3,4,1,3,2,1,1,1,0,7,3,3,7,1
10510,00001737-01,0,4,0,0,5,1,1,1,1,7,3,3,7,1
10511,00001743-01,2,4,0,3,2,1,1,1,0,7,6,3,7,1
10512,00001743-02,2,4,0,3,2,1,1,1,0,7,6,3,7,1
10513,00001743-03,2,0,0,3,2,1,1,1,0,7,6,3,7,1
10514,00001743-04,2,0,0,3,2,1,1,1,0,7,6,3,7,1
10515,00001757-05,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10516,00001757-06,0,4,0,0,5,1,1,1,2,7,3,3,7,1
10517,00001757-07,0,4,0,0,5,1,1,1,2,7,3,3,7,1
10518,00001757-08,0,4,0,0,5,1,1,1,2,7,3,3,7,1
10519,00001764-01,1,4,0,0,2,1,1,1,1,7,3,3,7,1
10520,00001764-02,1,4,0,0,2,1,1,1,1,7,3,3,7,1
10521,00001764-03,1,4,0,3,2,1,1,1,1,7,3,3,7,1
10522,00001772-03,1,4,0,3,6,1,1,1,0,7,2,3,7,1
10523,00001772-04,1,4,0,3,6,2,2,1,0,7,2,3,7,1
10524,00001785-02,0,0,0,3,6,2,2,1,0,7,1,3,7,1
10525,00001789-03,1,0,0,3,6,2,2,1,1,7,3,3,7,1
10526,00001793-01,0,4,0,0,2,1,1,1,1,7,1,3,7,1
10527,00001801-01,0,4,0,1,5,1,1,1,0,7,3,3,7,1
10528,00001801-02,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10529,00001801-03,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10530,00001801-04,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10531,00001801-05,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10532,00001801-06,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10533,00001801-07,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10534,00001801-08,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10535,00001801-09,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10536,00001801-10,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10537,00001801-11,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10538,00001801-12,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10539,00001801-13,0,4,0,3,6,2,2,1,0,7,3,3,7,1
10540,00001801-14,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10541,00001801-15,0,0,0,0,5,1,1,1,0,7,3,3,7,1
10542,00001801-16,0,0,0,0,5,1,1,1,0,7,3,3,7,1
10543,00001801-17,0,0,0,0,5,1,1,1,0,7,3,3,7,1
10544,00001801-19,0,4,0,0,5,1,1,1,0,7,3,3,7,1
10545,00001815-01,0,0,0,0,6,2,2,1,0,7,1,3,7,1
10546,00001816-02,0,4,0,3,6,2,2,4,1,7,1,3,7,1
10547,00001820-02,0,0,0,0,5,1,0,1,0,7,1,3,7,1
10548,00001824-01,3,4,0,1,2,1,1,1,0,7,3,3,7,1
10549,00001835-04,0,0,0,0,2,1,0,1,1,7,3,3,7,1
10550,00001835-05,0,0,0,0,2,1,0,1,1,7,3,3,7,1
10551,00001835-06,0,4,0,0,2,1,0,1,1,7,3,3,7,1
10552,00001838-01,1,4,0,0,2,1,0,1,0,7,2,3,7,1
10553,00001843-05,1,4,0,3,2,1,1,1,1,7,3,3,7,1
10554,00001844-09,3,4,0,3,2,1,1,1,0,7,2,3,7,1
10555,00001848-04,2,4,0,3,2,1,1,1,0,7,2,3,7,1
10556,00001848-05,2,4,0,3,2,1,1,1,0,7,2,3,7,1
10557,00001848-06,2,4,0,3,2,1,1,1,0,7,2,3,7,1
10558,00001857-01,1,0,0,3,6,2,2,1,2,7,1,3,7,1
10559,00001863-04,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10560,00001863-05,0,4,0,0,2,1,1,1,0,7,3,3,7,1
10561,00001863-06,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10562,00001870-01,3,0,1,2,2,1,0,1,1,7,1,4,7,1
10563,00001882-02,0,4,0,0,2,1,0,1,0,7,3,3,7,1
10564,00001894-02,1,4,0,3,0,1,1,1,2,7,3,3,7,1
10565,00001902-01,0,4,0,3,2,1,1,1,1,7,1,1,7,1
10566,00001906-02,1,4,0,0,2,1,1,1,0,7,3,3,7,1
10567,00001906-03,1,4,1,3,2,1,1,1,0,7,3,3,7,1
10568,00001909-03,2,4,0,3,2,1,1,1,0,7,1,3,7,1
10569,00001909-04,2,0,0,3,2,1,1,1,1,7,1,3,7,1
10570,00001923-02,0,0,0,3,2,1,1,1,2,7,3,3,7,1
10571,00001925-01,0,0,0,0,5,1,1,1,1,7,3,3,7,1
10572,00001925-03,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10573,00001925-05,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10574,00001925-07,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10575,00001925-08,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10576,00001925-10,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10577,00001925-14,0,0,0,3,5,1,1,1,1,7,3,3,7,1
10578,00001925-21,0,0,0,0,5,1,1,1,1,7,3,3,7,1
10579,00001925-22,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10580,00001925-24,0,0,0,0,5,1,1,1,1,7,3,3,7,1
10581,00001925-29,0,0,0,0,6,2,1,1,1,7,3,3,7,1
10582,00001925-30,0,4,0,3,5,1,1,1,0,7,3,3,7,1
10583,00001934-01,3,4,0,3,2,1,1,1,1,7,5,3,7,1
10584,00001937-02,0,0,0,3,2,1,1,1,1,7,3,3,7,1
10585,00001938-01,3,0,0,3,2,1,1,1,1,7,3,3,7,1
10586,00001938-02,3,0,0,3,2,1,1,1,1,7,3,3,7,1
10587,00001938-03,3,0,0,3,2,1,1,1,1,7,3,3,7,1
10588,00001941-01,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10589,00001943-03,0,4,0,3,2,1,1,1,0,7,5,3,7,1
10590,00001943-04,0,4,1,0,2,1,1,1,0,7,3,3,7,1
10591,00001965-02,1,3,0,3,6,2,2,1,0,7,3,3,7,1
10592,00001970-03,1,4,0,3,2,1,1,1,1,7,2,3,7,1
10593,00001973-03,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10594,00001973-04,0,4,0,3,2,1,1,1,0,7,3,3,7,1
10595,00001975-01,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10596,00001982-03,1,0,0,0,2,1,0,1,0,7,3,3,7,1
10597,00001982-04,1,0,0,0,6,1,1,1,0,7,3,3,7,1
10598,00001982-05,1,0,0,0,2,1,1,1,0,7,3,3,7,1
10599,00001984-01,1,4,0,3,2,1,1,1,1,7,3,3,7,1
10600,00001987-02,0,0,0,3,2,1,1,1,0,7,1,3,7,1
10601,00001995-03,0,0,0,0,2,1,0,1,0,7,1,3,7,1
